id,cost
379,5.443494715
380,7.63144183
381,6.854202874
382,4.140312414
383,6.1659347
384,5.456316276
385,4.81669252
386,4.165037299
387,3.818499036
388,7.714099268
389,0.88518155
390,9.79933527
391,8.309292344
392,29.15549904
393,7.136048093
394,21.23023103
395,5.837135517
396,5.544898212
397,5.139440423
398,3.897771768
399,5.424299992
400,6.335674524
401,4.466046157
402,35.27403248
403,10.53082986
404,13.61737318
405,6.204204432
406,7.00341649
407,4.148010593
408,1.981324751
409,5.321661482
410,22.1862674
411,11.34125787
412,14.80323836
413,3.44658264
414,12.58498521
415,10.60555833
416,29.11646453
417,3.738164526
418,2.130580398
419,3.674875017
420,3.682078261
421,11.86155327
422,8.588815118
423,6.476763221
424,6.551743153
425,4.657714654
426,4.423870703
427,3.722593304
428,31.43688564
429,4.703581129
430,4.042863713
431,4.490441311
432,22.08919582
433,27.4774827
434,20.94912099
435,25.06182519
436,4.73777856
437,4.11294398
438,7.904180821
439,9.808249367
440,3.323634825
441,15.56161686
442,7.613583397
443,6.230232841
444,4.032471848
445,13.57653809
446,6.224461021
447,31.55789875
448,27.86716599
449,4.40047076
450,8.577503767
451,3.340311527
452,4.520368565
453,6.43867969
454,5.279633019
455,2.595745524
456,26.09349804
457,5.464317763
458,17.92562281
459,6.957477435
460,10000
461,4.200911937
462,8.043952828
463,2.530944571
464,5.554715553
465,10000
466,4.263295054
467,4.997088694
468,7.367057401
469,4.870791773
470,4.860066351
471,9.428857457
472,10000
473,4.044303621
474,0.057193652
475,5.865028098
476,3.936742925
477,4.229668091
478,3.905217031
479,10000
480,3.577873502
481,10000
482,6.525229588
483,24.26466242
484,0.090117645
485,3.579624013
486,10000
487,0.415615947
488,0.226602373
489,6.714782803
490,6.998344001
491,4.001083777
492,4.830376215
493,3.922065045
494,6.369768175
495,9.409949916
496,5.217442752
497,3.7511139
498,13.28891918
499,11.0284525
500,7.28347138
501,3.796399692
502,17.18050557
503,11.9775133
504,15.66965161
505,9.007225892
506,10.84575619
507,4.324788165
508,3.827136689
509,0.074035001
510,3.719510084
511,3.740246197
512,7.284969996
513,7.579750062
514,6.328946819
515,1.087003453
516,4.885049657
517,4.454272572
518,1.476159615
519,9.795504029
520,3.356769475
521,3.742209997
522,8.427379074
523,8.086048105
524,4.139227933
525,8.976803714
526,4.240831985
527,11.96568738
528,4.035640479
529,4.999829008
530,8.713712745
531,4.429049913
532,5.138735446
533,11.72151742
534,3.602273295
535,7.519125017
536,14.70040388
537,6.885026754
538,7.840917165
539,9.521579362
540,4.594296799
541,3.525111724
542,0.937954315
543,3.782585806
544,7.19679319
545,10.74118351
546,6.30314787
547,11.93786874
548,4.276307561
549,6.628899624
550,8.215422834
551,9.406865188
552,5.209608452
553,7.228148027
554,10.40082014
555,3.371046328
556,4.863897614
557,0.56981059
558,7.981162224
559,3.661610422
560,4.873530994
561,2.533126108
562,8.470092108
563,9.279176171
564,0.059957726
565,4.961667107
566,3.763134247
567,12.58664582
568,11.27850507
569,6.649663047
570,14.42822407
571,3.602479629
572,4.463769628
573,7.306157538
574,5.467121683
575,12.67078715
576,9.523096882
577,6.01428845
578,7.59517785
579,2.206241631
580,5.203102453
581,3.866913507
582,4.303438228
583,8.884057133
584,6.118728219
585,5.514150963
586,13.86796897
587,6.07064691
588,5.698093296
589,2.858929214
590,10.50638215
591,5.074020425
592,1.463199975
593,4.664516074
594,9.949283613
595,8.3752821
596,10.45019551
597,3.505495264
598,6.457479045
599,3.712198081
600,2.47210357
601,2.820212623
602,7.5863625
603,6.066159367
604,3.944495289
605,5.994486252
606,10000
607,0.020520731
608,10000
609,10000
610,0.008731527
611,3.466864075
612,4.872005331
613,16.01846048
614,28.06559107
615,4.105780918
616,24.54435653
617,3.752464715
618,22.77642037
619,9.733506489
620,3.77792734
621,3.15029283
622,19.27132209
623,3.026127747
624,6.633657782
625,3.805971013
626,6.314473197
627,23.61056036
628,3.472524323
629,7.723421823
630,3.285533899
631,3.417547031
632,5.431626158
633,6.497767452
634,4.942121057
635,4.463003026
636,5.514328328
637,3.651088691
638,4.887765574
639,3.711868157
640,6.934188022
641,5.009989866
642,3.119984705
643,4.055323218
644,3.215600122
645,2.453032339
646,3.000423125
647,2.944379563
648,3.038833674
649,2.933808018
650,3.337103214
651,3.380589919
652,4.081149294
653,10.68815628
654,4.07598329
655,4.305097172
656,2.816850306
657,2.695208823
658,7.9467709
659,8.819006907
660,3.386704092
661,2.674806288
662,5.153827413
663,3.36354329
664,4.54726336
665,2.468637598
666,3.380203093
667,0.321841043
668,18.18138219
669,2.982565404
670,2.618133953
671,2.66273332
672,2.658413891
673,2.591424916
674,2.645837577
675,3.688428374
676,3.153896496
677,4.159968298
678,1.031773787
679,5.301686722
680,10.88212855
681,7.937601641
682,10.03364777
683,3.391572016
684,2.862514048
685,3.581199909
686,2.848617431
687,2.551272455
688,2.724884699
689,2.541180311
690,6.000963132
691,2.696187449
692,3.304461365
693,6.745877844
694,4.297522254
695,2.70239192
696,3.209221941
697,5.313968568
698,3.519357955
699,16.34655537
700,22.69849855
701,3.588909161
702,6.323401831
703,12.723092
704,2.524842723
705,2.336939413
706,2.529544265
707,10.15462004
708,9.032508189
709,12.06231158
710,7.803944314
711,9.575659713
712,4.368696596
713,2.894191882
714,1.262876561
715,2.185629853
716,3.810977445
717,3.915927453
718,9.353076776
719,3.147292192
720,3.765560747
721,4.98156544
722,7.753286313
723,4.272059926
724,3.428075716
725,2.47124146
726,19.15192564
727,9.090886374
728,3.422418927
729,4.113584056
730,3.368582935
731,3.920883606
732,8.562349868
733,4.655660792
734,3.663074362
735,2.596644704
736,11.06681799
737,21.70400647
738,10.94436664
739,2.824928166
740,0.199206774
741,4.809070398
742,5.76774447
743,8.350835657
744,3.912176427
745,2.513586092
746,2.871389767
747,15.20480136
748,2.724259472
749,20.39843297
750,3.773656988
751,2.607098118
752,3.465357069
753,6.378854936
754,6.265185644
755,4.161347426
756,4.11532501
757,2.542933655
758,2.853596904
759,8.884819009
760,0.737466247
761,2.918970146
762,3.427737117
763,17.09925551
764,5.131559588
765,2.494321819
766,5.364224428
767,2.129771346
768,6.202422111
769,2.217658815
770,2.092446587
771,2.573018608
772,2.382357066
773,2.458093618
774,2.136974724
775,2.607379895
776,3.158235612
777,2.371254532
778,2.111811905
779,6.598942951
780,7.743741313
781,4.037093957
782,2.749486754
783,2.794611815
784,7.569544762
785,5.183522814
786,3.943184223
787,3.851796529
788,2.945352038
789,3.412132586
790,2.252999522
791,2.62383582
792,4.411266755
793,2.922782584
794,6.92728073
795,4.613663458
796,2.281030851
797,11.97950744
798,5.517551302
799,2.984457828
800,5.322547752
801,5.140313176
802,0.058865038
803,10000
804,2.547061769
805,10000
806,2.71842598
807,10000
808,10000
809,2.408547032
810,3.724450875
811,0.010232956
812,4.51356867
813,8.026216745
814,10000
815,4.433403208
816,10000
817,3.027760326
818,3.333197013
819,2.413080771
820,4.987965534
821,1.059430951
822,2.636321633
823,2.271838103
824,0.005751361
825,4.906892521
826,2.170850169
827,3.751065257
828,3.026299252
829,3.231275035
830,3.123415755
831,0.652282779
832,4.16625706
833,3.693393884
834,5.701594604
835,7.386757571
836,7.22167499
837,2.131388142
838,3.548881932
839,11.1798712
840,3.425475948
841,6.648883367
842,4.160818678
843,3.39612348
844,7.093319727
845,5.62201422
846,2.784828605
847,6.000427614
848,3.872649928
849,2.77506782
850,6.57660276
851,2.524950094
852,3.444726235
853,6.997770826
854,5.956924054
855,5.26786509
856,3.394034349
857,0.837796794
858,3.699569187
859,2.617930392
860,2.577645771
861,1.765442513
862,7.203269922
863,6.24867923
864,2.183583109
865,6.256491741
866,0.002840241
867,9.795967418
868,10.94381301
869,6.01552202
870,4.10963834
871,9.979059593
872,6.763994796
873,6.335076473
874,4.856140037
875,2.144482246
876,4.618194211
877,2.427376562
878,2.702416006
879,8.738072135
880,4.886259281
881,4.540181712
882,8.873286313
883,11.39029231
884,11.10773701
885,3.280023592
886,1.902914095
887,9.536990849
888,9.624003902
889,3.790304138
890,10.92920813
891,7.374088265
892,3.516288155
893,10.60173905
894,6.787304391
895,7.812673409
896,7.498265944
897,2.209846169
898,4.235362637
899,2.458521545
900,2.341652318
901,2.935367934
902,5.139799852
903,11.71410707
904,1.817063067
905,4.470345608
906,6.471532941
907,4.955502684
908,1.832772715
909,7.024640418
910,4.378037775
911,6.043717107
912,9.383851017
913,3.367590184
914,11.27247286
915,1.545874539
916,2.751443659
917,4.726265225
918,7.079384778
919,2.497239739
920,6.882199967
921,3.191697486
922,4.131921793
923,3.493748327
924,5.519448813
925,3.791334091
926,9.679619319
927,8.412849687
928,4.17261337
929,4.382535329
930,4.349206117
931,4.227824957
932,2.356730053
933,2.917415617
934,2.640497139
935,2.690624993
936,2.966378295
937,2.50139794
938,4.271919826
939,3.42355168
940,3.902205949
941,6.042257364
942,2.098893331
943,3.186014979
944,4.133592797
945,4.24893889
946,2.331485201
947,2.308954078
948,4.339904623
949,4.223661742
950,2.450848923
951,2.711419899
952,1.682277893
953,5.272756674
954,2.74896943
955,2.678955371
956,7.266072389
957,0.007634968
958,4.1820995
959,5.130044153
960,2.047762246
961,4.20494978
962,3.386301996
963,12.52812975
964,5.224159317
965,8.945134213
966,3.042195833
967,10.47655844
968,2.905302007
969,4.549759625
970,2.192130563
971,3.980260833
972,2.508024843
973,3.255719005
974,3.351036366
975,3.549343546
976,13.97384577
977,2.075553084
978,3.679145021
979,2.687044206
980,4.487175249
981,7.39662105
982,4.82254749
983,19.19492369
984,2.928261829
985,9.254862192
986,2.17325773
987,1.749015557
988,3.481014108
989,3.572782512
990,6.19039463
991,6.646620859
992,6.720816651
993,1.954688428
994,2.3500447
995,3.381184483
996,2.370300445
997,3.133078488
998,2.449100298
999,3.298871318
1000,2.436395039
1001,1.992577784
1002,3.800226074
1003,3.739029758
1004,5.641709878
1005,1.736633881
1006,8.970804403
1007,2.080649892
1008,3.839221266
1009,1.683348861
1010,2.190690382
1011,2.480054259
1012,3.806141283
1013,2.038698922
1014,2.79712576
1015,8.815315245
1016,3.197767505
1017,3.201111537
1018,3.055656106
1019,3.262692258
1020,5.912589048
1021,3.573259826
1022,4.259381499
1023,6.197441178
1024,1.843995649
1025,1.965743809
1026,3.679833694
1027,6.037549427
1028,2.639919815
1029,5.07267809
1030,3.985137886
1031,3.242900131
1032,8.056426138
1033,2.617434328
1034,5.157630175
1035,11.75816143
1036,12.31816563
1037,1.279212198
1038,3.121053288
1039,2.529644698
1040,1.958641488
1041,3.62632979
1042,2.655360044
1043,5.817596698
1044,2.72920505
1045,4.385043713
1046,8.658251923
1047,3.192227515
1048,3.831168395
1049,12.99274274
1050,1.856143025
1051,2.104588554
1052,1.903323466
1053,2.277522203
1054,6.144121125
1055,3.56452553
1056,2.247822016
1057,2.030524549
1058,6.379810981
1059,12.56999604
1060,2.690078933
1061,7.540376738
1062,8.022137213
1063,2.427651688
1064,16.0300927
1065,1.499919025
1066,2.027698013
1067,1.747248427
1068,15.57018249
1069,4.484227428
1070,2.184352548
1071,1.824829372
1072,6.745451426
1073,7.011965563
1074,5.474993743
1075,1.236024703
1076,3.149625574
1077,1.772244018
1078,2.649636877
1079,2.193457256
1080,3.392197071
1081,2.535365268
1082,1.803319021
1083,3.363721144
1084,8.369759139
1085,3.793954146
1086,2.366812172
1087,3.071527281
1088,6.53845236
1089,2.519761352
1090,14.41727904
1091,9.736926605
1092,1.99146676
1093,1.812342923
1094,1.992192836
1095,7.862475359
1096,7.669493173
1097,1.372831515
1098,2.324651866
1099,2.196226954
1100,3.508472573
1101,2.331178486
1102,8.444702247
1103,4.829523989
1104,2.368799141
1105,2.198885341
1106,2.595372704
1107,2.800820335
1108,2.270683732
1109,4.401364552
1110,8.261145785
1111,11.96832523
1112,4.179246006
1113,13.31558468
1114,5.701656809
1115,7.586670959
1116,5.488037522
1117,3.817895276
1118,7.506561861
1119,1.724961946
1120,4.289996627
1121,2.947399737
1122,3.36268319
1123,2.511686938
1124,3.642628438
1125,2.490831256
1126,14.65811176
1127,9.009239572
1128,8.309475046
1129,2.29800464
1130,3.478475669
1131,3.731085285
1132,0.867736634
1133,2.231524983
1134,8.79165085
1135,7.131827119
1136,2.793700026
1137,9.904621927
1138,1.843798947
1139,6.33589677
1140,7.413319882
1141,1.850770893
1142,2.641784759
1143,1.815337168
1144,2.168919559
1145,2.78477459
1146,1.929853165
1147,10000
1148,3.38920033
1149,2.933523853
1150,1.032928859
1151,3.265778772
1152,2.278136882
1153,1.465494015
1154,1.888063896
1155,2.059722024
1156,1.992570817
1157,3.404189071
1158,2.539231111
1159,0.314957312
1160,2.450659399
1161,10000
1162,10000
1163,5.796604758
1164,1.870881997
1165,1.897273731
1166,3.927071634
1167,5.078394407
1168,5.063433194
1169,1.866409447
1170,3.274585156
1171,3.290615447
1172,8.364189429
1173,2.541870117
1174,4.683691195
1175,3.795411748
1176,1.180207769
1177,2.646563894
1178,2.705153143
1179,2.872096255
1180,1.824480617
1181,0.402421467
1182,1.224379843
1183,10000
1184,1.512536088
1185,6.299311501
1186,2.979973784
1187,2.170363273
1188,5.00877773
1189,3.395884661
1190,6.243469
1191,2.298121311
1192,3.542520292
1193,2.172233136
1194,3.90719122
1195,2.523269848
1196,2.277935527
1197,7.80872799
1198,3.518358704
1199,2.639118437
1200,1.765214675
1201,3.532741407
1202,4.185769175
1203,3.320528978
1204,2.670368379
1205,8.230486188
1206,6.09128994
1207,3.096525214
1208,5.647375529
1209,2.911698384
1210,4.173469179
1211,8.074018328
1212,2.847033967
1213,6.799153808
1214,6.177726875
1215,5.536467938
1216,2.745456282
1217,2.162507385
1218,3.161916424
1219,8.292715329
1220,9.333228529
1221,3.078573213
1222,7.282170565
1223,4.71422911
1224,2.668966449
1225,2.089617288
1226,3.887474268
1227,5.405254354
1228,6.368625407
1229,7.145284993
1230,5.25855837
1231,5.413834206
1232,3.272250071
1233,5.622475454
1234,6.159904491
1235,1.716655381
1236,3.358204774
1237,1.919673275
1238,3.412519
1239,6.203967907
1240,5.877361618
1241,7.457791809
1242,3.237780618
1243,2.153825509
1244,4.980214457
1245,1.917454847
1246,1.791507119
1247,1.386308573
1248,7.033235808
1249,4.694272832
1250,4.014032995
1251,1.788069387
1252,1.753657393
1253,1.512529733
1254,2.080967082
1255,0.066983484
1256,3.68503872
1257,2.880679927
1258,2.328982904
1259,7.420275433
1260,4.849197778
1261,2.202446693
1262,6.826343407
1263,2.359148836
1264,2.75003418
1265,1.514475953
1266,1.293028488
1267,4.6561918
1268,4.506875637
1269,2.354528143
1270,7.390891784
1271,2.52237661
1272,7.00161411
1273,0.201256645
1274,4.923455776
1275,6.998227709
1276,6.367481114
1277,5.524056317
1278,7.323927763
1279,3.47938264
1280,1.387937929
1281,8.456309083
1282,10000
1283,10000
1284,1.771151853
1285,6.869745613
1286,3.358087119
1287,4.914227134
1288,0.864760245
1289,4.709313038
1290,4.266999749
1291,2.473537813
1292,1.846151999
1293,2.447719498
1294,12.39369379
1295,7.429677334
1296,1.910966967
1297,3.498138651
1298,3.753804625
1299,1.787711662
1300,6.593270343
1301,10.82907156
1302,8.72482861
1303,6.673257432
1304,2.371306711
1305,2.658607445
1306,5.697154488
1307,1.850123156
1308,0.692889783
1309,13.95678081
1310,1.846583965
1311,2.467112743
1312,1.748558294
1313,1.895810505
1314,3.503130574
1315,0.571882571
1316,2.187884634
1317,12.94204701
1318,3.053792068
1319,1.523230403
1320,2.235105818
1321,6.569479257
1322,3.344227077
1323,2.000776627
1324,2.427802827
1325,4.852987962
1326,1.931471636
1327,6.283832318
1328,6.496809592
1329,14.65396431
1330,1.891324618
1331,2.483979331
1332,3.641569711
1333,2.179625756
1334,12.28616765
1335,1.603874958
1336,1.584084568
1337,4.438112816
1338,2.359602656
1339,1.98346669
1340,1.817261192
1341,4.226540965
1342,4.325296849
1343,9.703256497
1344,3.283000526
1345,1.454965408
1346,1.485435664
1347,3.770249126
1348,1.424752851
1349,1.933293893
1350,2.117361751
1351,4.562971216
1352,3.574510465
1353,5.281739055
1354,1.370294402
1355,2.479574984
1356,4.878029335
1357,1.402074126
1358,1.937666626
1359,3.136791497
1360,2.589681721
1361,5.765968692
1362,1.985503688
1363,1.826151097
1364,6.902459324
1365,2.908148793
1366,3.428784898
1367,1.742263424
1368,2.4344463
1369,2.337988297
1370,7.65571691
1371,2.499673887
1372,1.788692197
1373,8.391492337
1374,2.067766272
1375,1.869622984
1376,1.945115754
1377,3.950367303
1378,1.321879826
1379,1.384719541
1380,1.979199504
1381,2.932511845
1382,6.51099709
1383,3.583191787
1384,1.797056071
1385,0.999512596
1386,1.453221069
1387,2.176146944
1388,2.018521493
1389,0.757014582
1390,2.990241474
1391,4.950433457
1392,2.267892248
1393,0.925706684
1394,7.02128191
1395,1.808790493
1396,7.193476825
1397,1.49844346
1398,8.800379512
1399,2.531647293
1400,7.639160562
1401,2.182753459
1402,1.285657021
1403,0.513524878
1404,1.789768462
1405,1.390658144
1406,1.484593823
1407,1.286660569
1408,2.09059062
1409,1.197589567
1410,1.285599343
1411,9.001355271
1412,4.690532258
1413,1.540189867
1414,2.310023022
1415,2.760157489
1416,4.679035806
1417,2.984348219
1418,1.603274587
1419,2.022611105
1420,4.485218345
1421,0.656187723
1422,3.872292307
1423,4.639344603
1424,1.52151784
1425,1.034767889
1426,1.408153973
1427,2.342491983
1428,2.525823849
1429,3.313052228
1430,10000
1431,2.719145734
1432,2.008961023
1433,5.599723853
1434,2.757672857
1435,3.060955429
1436,2.818006649
1437,2.006219982
1438,1.393558952
1439,2.236491994
1440,10000
1441,1.618200069
1442,3.381137684
1443,10.83162604
1444,10000
1445,2.427459151
1446,1.297936988
1447,10000
1448,10000
1449,10000
1450,1.800598266
1451,8.734358645
1452,1.546396654
1453,2.10117158
1454,3.282073232
1455,2.084260059
1456,2.348256075
1457,2.070260082
1458,4.333045936
1459,6.963584483
1460,1.234079504
1461,4.041415565
1462,6.558910116
1463,5.724421328
1464,5.475097453
1465,5.612091435
1466,6.329989554
1467,3.641393389
1468,3.228359417
1469,3.57485826
1470,1.684133026
1471,3.973958965
1472,4.248582646
1473,5.282346492
1474,1.928385729
1475,3.69721733
1476,0.005312498
1477,0.016667156
1478,10000
1479,1.526814621
1480,4.136754785
1481,1.286347223
1482,5.686660181
1483,3.907590044
1484,2.329959084
1485,0.237154335
1486,2.603134512
1487,1.847141135
1488,6.38476671
1489,1.073443213
1490,3.246597865
1491,1.748460889
1492,1.4248333
1493,2.385670027
1494,3.292801401
1495,1.5940759
1496,1.373634962
1497,6.215451528
1498,1.589959814
1499,3.27216846
1500,1.198983107
1501,1.824955541
1502,6.005044483
1503,4.413791202
1504,1.470671936
1505,1.357602743
1506,7.306429573
1507,9.263196705
1508,4.318621057
1509,1.723392708
1510,5.29771295
1511,2.847660639
1512,7.544577879
1513,1.464927743
1514,3.079693512
1515,2.306987932
1516,2.040096752
1517,5.61337877
1518,3.130851779
1519,4.410327756
1520,4.164683737
1521,1.729902409
1522,2.519274581
1523,3.070746155
1524,1.458283078
1525,2.854912569
1526,5.970476943
1527,2.288072513
1528,6.222868645
1529,3.20125967
1530,6.903958597
1531,5.683572746
1532,1.902952222
1533,3.635681065
1534,1.474039321
1535,1.705481769
1536,1.910259208
1537,6.503117039
1538,0.397076879
1539,8.870863988
1540,2.007583116
1541,1.560853656
1542,0.466898323
1543,2.429859833
1544,1.581294833
1545,1.459906662
1546,1.979230095
1547,1.906283487
1548,1.439298626
1549,1.427782487
1550,0.081219093
1551,10000
1552,1.465437748
1553,1.569787107
1554,1.645161033
1555,2.549233901
1556,3.121800845
1557,2.375121135
1558,1.43132137
1559,2.525745382
1560,10000
1561,6.810564647
1562,10000
1563,2.325949222
1564,0.403286619
1565,0.018013376
1566,1.84286895
1567,2.262065888
1568,10.56865269
1569,2.837687539
1570,3.641214284
1571,7.300811252
1572,1.045289595
1573,2.515109645
1574,5.783133622
1575,6.060568794
1576,2.702078933
1577,0.056192868
1578,5.754099938
1579,3.791206115
1580,4.967914474
1581,5.729643233
1582,2.935985345
1583,3.591840263
1584,5.411924247
1585,2.312390952
1586,2.964507601
1587,1.744648054
1588,6.013988974
1589,4.843283455
1590,6.780780806
1591,5.923209815
1592,2.887591721
1593,5.420163921
1594,1.500612342
1595,4.192056845
1596,5.486901785
1597,5.341828007
1598,6.23302912
1599,2.361041323
1600,1.5478605
1601,3.184734447
1602,1.675001162
1603,3.663404306
1604,4.282896251
1605,1.996174555
1606,2.158373509
1607,4.494644139
1608,2.996350401
1609,1.426950218
1610,5.980685049
1611,3.809596604
1612,3.550492819
1613,1.555341946
1614,3.945017943
1615,5.460826665
1616,4.471693568
1617,0.118965021
1618,1.735179961
1619,4.349159237
1620,5.010046587
1621,1.941910447
1622,4.898397045
1623,3.869611675
1624,2.852543965
1625,9.504661724
1626,1.428806317
1627,2.319977116
1628,0.232052232
1629,10000
1630,10000
1631,8.26559291
1632,6.046595633
1633,3.205676757
1634,1.534534896
1635,2.815301674
1636,3.338626401
1637,6.18462401
1638,2.155403532
1639,2.82995327
1640,2.240267913
1641,2.203088856
1642,2.845089999
1643,1.037901246
1644,1.314066317
1645,1.734334235
1646,1.502206409
1647,10.20671664
1648,4.222959078
1649,2.433129511
1650,8.395564451
1651,1.346406003
1652,7.412256286
1653,6.024258038
1654,1.554997426
1655,3.909783545
1656,1.652757435
1657,4.745096658
1658,2.325185431
1659,6.832274544
1660,3.446997428
1661,3.417666718
1662,3.722806242
1663,4.290957355
1664,5.165923254
1665,5.199240924
1666,1.253248616
1667,2.611475357
1668,6.438275146
1669,7.054238845
1670,1.966072972
1671,2.167192944
1672,6.214486982
1673,4.824148607
1674,1.125878292
1675,1.442107546
1676,5.089354302
1677,4.473381867
1678,1.976015609
1679,1.242467051
1680,3.245501012
1681,1.893293306
